year,name,rank,citizenship,countrycode,networthusbillion,selfmade,typeofwealth,gender,age,industry,IndustryAggregates,region,north,politicalconnection,founder,generationofinheritance,sector,company,companytype,relationshiptocompany,foundingdate,gdpcurrentus,sourceofwealth,notes,notes2,source,source_2,source_3,source_4
1996,Lucio Tan,166,Philippines,PHL,2.2,self-made,self-made finance,male,61,Money Management,Financial,East Asia,0,,1,0,beverages,Asia Brewery,new,founder,1982,82848194406,,,,http://en.wikipedia.org/wiki/John_Gokongwei,http://www.forbes.com/profile/john-gokongwei-jr/?list=philippines-billionaires,http://www.bloomberg.com/research/stocks/people/person.asp?personId=8362481&privcapId=878735,
2014,Pierre Castel,166,France,FRA,8,self-made,founder non-finance,male,87,Consumer,Traded Sectors,Europe,1,,1,0,beverages,Goupe Castel,new,founder,1949,,wine,,,http://www.forbes.com/profile/pierre-castel/,http://www.lemonde.fr/argent/article/2013/06/10/pierre-castel-l-empereur-du-vin_3426545_1657007.html,,
2001,Aloysio de Andrade Faria,167,Brazil,BRA,2.8,inherited,inherited,male,80,Money Management,Financial,Latin America,0,,0,inherited from father,banking,Banco Real,new,relation,1925,5.60E+11,,inherited from father,,http://en.wikipedia.org/wiki/Aloysio_de_Andrade_Faria,http://en.wikipedia.org/wiki/Banco_da_Lavoura_de_Minas_Gerais,http://www.forbes.com/profile/aloysio-de-andrade-faria/,
2001,Charles Dolan,167,United States,USA,2.8,self-made,founder non-finance,male,74,Media,Non-Traded Sectors,North America,1,,1,0,media,Cablevision and HBO,new,founder,1972,1.06E+13,,,,http://en.wikipedia.org/wiki/Charles_Dolan,http://en.wikipedia.org/wiki/Cablevision,http://en.wikipedia.org/wiki/HBO,
2014,Emmanuel Besnier,167,France,FRA,7.9,inherited,inherited,male,43,Consumer,Traded Sectors,Europe,1,,0,inherited from father,cheese,Lactalis,new,relation,1933,,cheese,inherited from father,"CEO, sister is shareholder",http://www.forbes.com/profile/emmanuel-besnier/,http://en.wikipedia.org/wiki/Lactalis,,
2001,Jack Taylor,167,United States,USA,2.8,self-made,founder non-finance,male,,"Retail, Restaurant",Non-Traded Sectors,North America,1,,1,0,rental cars,Enterprise,new,founder,1957,1.06E+13,,,,http://en.wikipedia.org/wiki/Jack_C._Taylor,http://www.forbes.com/profile/jack-taylor/,"FATHER AND SON WHO BUILT ENTERPRISE ACCEPT CITIZEN OF THE YEAR AWARD St. Louis Post-Dispatch (Missouri) April 11, 2002 Thursday Five Star Lift EditionCorrection Appended",
2001,John Sall,167,United States,USA,2.8,self-made,founder non-finance,male,54,Technology-Computer,New Sectors,North America,1,,1,0,software,SAS institute,new,founder,1976,1.06E+13,,,,http://en.wikipedia.org/wiki/John_Sall,http://www.forbes.com/profile/james-goodnight/,"SOFTWARE'S QUIET GIANT SPEAKS UP Charlotte Observer (North Carolina) March 7, 1999 Sunday ONE - THREE EDITION",
2001,Klaus Jacobs,167,Switzerland,CHE,2.8,inherited,inherited,male,,Consumer,Traded Sectors,Europe,1,,0,Third generation,chocolate and coffee,Jacobs Suchard AG,new,relation,1895,2.79E+11,,3rd generation,,http://en.wikipedia.org/wiki/Klaus_Johann_Jacobs,http://en.wikipedia.org/wiki/Jacobs_(coffee),http://www.nytimes.com/2008/09/13/business/worldbusiness/13jacobs.html?_r=0,
1996,Philip Anschutz,167,United States,USA,2.2,self-made,self-made finance,male,56,Money Management,Financial,North America,1,,0,0,"oil, railroad, investments",Circle A Drilling,aquired,investor,1961,8.10E+12,,,,http://en.wikipedia.org/wiki/Philip_Anschutz,"Spotlight closes in on media-shy billionaire; Philip Anschutz, who is zealous about privacy, may testify in two high-profile trials. Los Angeles Times April 5, 2007 Thursday Correction Appended",,
2001,Steven Udvar-Hazy,167,United States,USA,2.8,self-made,founder non-finance,male,55,Other,0,North America,1,,1,0,aircraft leasing,International Lease Finance Corporation,new,founder,1973,1.06E+13,,current CEO of Air Least Corp,,http://en.wikipedia.org/wiki/Steven_F._Udvar-H%C3%A1zy,http://www.bloomberg.com/news/articles/2012-10-04/jet-lease-billionaire-udvar-hazy-takes-on-aig-hand-that-fed-him,,
2001,Yoshiaki Tsutsumi,167,Japan,JPN,2.8,inherited,inherited,male,66,Real Estate,Financial,East Asia,1,,0,inherited from father,real estate,Seibu Corporation,aquired,relation,1894,4.16E+12,,inherited from father,Tsutsumi was arrested on suspicion of violation of securities trading law. Tsutsumi pleaded guilty,http://en.wikipedia.org/wiki/Yoshiaki_Tsutsumi,,,
2014,Blair Parry-Okeden,168,United States,USA,7.7,inherited,inherited,female,63,Media,Non-Traded Sectors,North America,1,,0,Third generation,media,Cox Enterprises,aquired,relation,1898,,media,3rd generation,no role in company,http://www.forbes.com/profile/blair-parry-okeden/,,,
2014,David Duffield,168,United States,USA,7.7,self-made,founder non-finance,male,73,Technology-Computer,New Sectors,North America,1,,1,0,software,PeopleSoft,new,founder,1987,,business software,,,http://en.wikipedia.org/wiki/David_Duffield,http://www.forbes.com/profile/david-duffield/?list=billionaires,"ORACLE FINALLY GETS ITS WAY;PEOPLESOFT GIVES IN AFTER 1 1;2-YEAR BATTLE San Jose Mercury News (California) December 14, 2004 Tuesday MORNING FINAL EDITION",
2014,Jean-Claude Decaux,168,France,FRA,7.7,self-made,founder non-finance,male,76,Media,Non-Traded Sectors,Europe,1,,1,0,advertising,JCDecaux,new,founder,1964,,advertising,,,http://en.wikipedia.org/wiki/JCDecaux,http://www.forbes.com/profile/jean-claude-decaux/,,
2014,Jim Kennedy,168,United States,USA,7.7,inherited,inherited,male,66,Media,Non-Traded Sectors,North America,1,,0,Third generation,media,Cox Enterprises,aquired,relation,1898,,media,3rd generation,chairman,http://www.forbes.com/profile/jim-kennedy/,,,
1996,Marvin Davis,168,United States,USA,2.2,inherited,inherited,male,70,Energy,Resource Related,North America,1,,0,inherited from father,oil,Davis Petroleum,new,relation,1945,8.10E+12,,inherited from father,,http://en.wikipedia.org/wiki/Marvin_Davis,http://www.davispetroleumcorp.com/overview_history.html,,
2014,Reinhold Wuerth,168,Germany,DEU,7.7,self-made,executive,male,78,Non-consumer industrial,Traded Sectors,Europe,1,,0,0,screws,Adolf Wurth Group,new,relation,1945,,fasteners,took over father's wholesale screw business at 19,,http://en.wikipedia.org/wiki/W%C3%BCrth,http://en.wikipedia.org/wiki/Reinhold_W%C3%BCrth,,
1996,Lee Bass,169,United States,USA,2.2,inherited,inherited,male,39,Energy,Resource Related,North America,1,,0,inherited from father,oil,Sid Richardson Gasoline Co,new,relation,1919,8.10E+12,,inherited from uncle/father,,http://en.wikipedia.org/wiki/Robert_Bass,http://en.wikipedia.org/wiki/Sid_W._Richardson,http://www.dmagazine.com/publications/d-magazine/1995/november/power-who-runs-fort-worth,
1996,Roberto Marinho,170,Brazil,BRA,2.1,inherited,inherited,male,0,Media,Non-Traded Sectors,Latin America,0,,0,inherited from father,media,Globo Organizations,new,relation,1925,8.54E+11,,inherited from father,,http://en.wikipedia.org/wiki/Jo%C3%A3o_Roberto_Marinho,,http://www.forbes.com/profile/jose-roberto-marinho/,
1996,Philippe Bouriez,171,France,FRA,2.1,self-made,founder non-finance,male,0,"Retail, Restaurant",Non-Traded Sectors,Europe,1,,1,0,retail,Cora,new,founder,1975,1.61E+12,,,,"http://www.lsa-conso.fr/carnet-des-decideurs/bouriez-philippe,121807",,,
1996,Stefan Schoerghuber,172,Germany,DEU,2.1,inherited,inherited,male,34,Real Estate,Financial,Europe,1,,0,inherited from father,real estate,Schorghuber Group,new,relation,1954,2.50E+12,,inherited from father,,http://de.wikipedia.org/wiki/Stefan_Sch%C3%B6rghuber,http://de.wikipedia.org/wiki/Sch%C3%B6rghuber_Unternehmensgruppe,,
1996,Anneliese Brost,173,Germany,DEU,2.1,self-made,founder non-finance,female,75,Media,Non-Traded Sectors,Europe,1,,1,0,media,Westdeutsche Allgemeine Zeitung,new,founder,1948,2.50E+12,,part of founding team,,http://de.wikipedia.org/wiki/Anneliese_Brost,http://de.wikipedia.org/wiki/Westdeutsche_Allgemeine_Zeitung,,
2014,Jacques Servier,173,France,FRA,7.6,self-made,founder non-finance,male,92,Technology-Medical,New Sectors,Europe,1,,1,0,pharmaceuticals,Laboratories Servier,new,founder,1954,,pharmaceuticals,died in April 2014,,http://en.wikipedia.org/wiki/Jacques_Servier,http://www.forbes.com/profile/jacques-servier/,,
2014,Johann Rupert,173,South Africa,ZAF,7.6,inherited,inherited,male,63,Consumer,Traded Sectors,Sub-Saharan Africa,0,,0,inherited from father,tobacco/luxury brands,Rembrandt Group,new,relation,1940,,luxury goods,inherited from father,,http://en.wikipedia.org/wiki/Anton_Rupert,http://mg.co.za/print/2006-01-19-tycoon-built-empire-from-humble-beginnings,,
2014,R Budi Hartono,173,Indonesia,IDN,7.6,self-made,self-made finance,male,73,Money Management,Financial,East Asia,0,,0,0,tobacco,Djarum,new,relation,1951,,"banking, tobacco",built company back up after fire nearly destroyed company,,http://en.wikipedia.org/wiki/Robert_Budi_Hartono,,,
2014,Tsai Wan-Tsai,173,Taiwan,Taiwan,7.6,self-made,self-made finance,male,84,Money Management,Financial,East Asia,0,,1,0,banking,Fubon Financial holding Company,new,founder,1961,,finance,,,http://investing.businessweek.com/research/stocks/snapshot/snapshot.asp?ticker=2881:TT,,,
2001,Bruno Schroder,174,United Kingdom,GBR,2.7,inherited,inherited,male,68,Money Management,Financial,Europe,1,,0,Fourth generation,banking,Schroders,new,relation,1800,1.53E+12,,4th generation,"sister Charmaine shares fortune, but she is not even on the list",http://www.forbes.com/profile/bruno-schroder/,http://www.schroders.com/global/about-schroders/company-history?style=tabbed,,
2001,Cheng Yu-tung,174,Hong Kong,HKG,2.7,inherited,inherited,male,75,Real Estate,Financial,East Asia,0,,0,inherited from father,real estate,Chow Tai Fook Enterprises,new,relation,1929,1.69E+11,,inherited from father-in-law,"at least two stores, on in HK, on in Macao when he inherited",http://www.forbes.com/profile/cheng-yu-tung/,,http://en.wikipedia.org/wiki/Chow_Chi_Yuen,
1996,Funke family,174,Germany,DEU,2.1,,,,0,Media,Non-Traded Sectors,Europe,1,,0,0,,,,,,2.50E+12,,,,,,,
2001,Jeffrey Skoll,174,Canada,CAN,2.7,self-made,executive,male,36,Technology-Computer,New Sectors,North America,1,,0,0,e-commerce,Ebay,new,president,1995,7.33E+11,,,,http://en.wikipedia.org/wiki/Jeffrey_Skoll,http://www.wired.com/2006/02/skoll/,,
2001,Samuel LeFrak,174,United States,USA,2.7,inherited,inherited,male,,Real Estate,Financial,North America,1,,0,Third generation,real estate,LeFrack ,new,relation,1905,1.06E+13,,3rd generation,,http://en.wikipedia.org/wiki/Samuel_J._LeFrak,http://www.nytimes.com/2003/04/17/obituaries/17LEFR.html?pagewanted=all,,
2001,Wang Yue-che,174,Taiwan,Taiwan,2.7,self-made,founder non-finance,male,84,Consumer,Traded Sectors,East Asia,0,,0,0,petrochemicals,Formosa Plastics,new,founder,1954,,,,,http://www.forbes.com/lists/2006/10/0MRL.html,http://www.nytimes.com/2008/10/17/business/17wang.html?_r=0,,
1996,Kumar Birla,175,India,IND,2.1,inherited,inherited,male,28,Mining and metals,Resource Related,South Asia,0,,0,Fourth generation,cement,Aditya Birla Group,new,relation,1857,4.00E+11,,4th generation,,http://en.wikipedia.org/wiki/Aditya_Birla_Group,http://en.wikipedia.org/wiki/Kumar_Mangalam_Birla,http://www.adityabirla.com/about-us/milestones,
1996,Masahiro Ohga,176,Japan,JPN,2.1,,,male,0,Media,Non-Traded Sectors,East Asia,1,,0,0,,,,,,4.71E+12,,,,,,,
2014,Charles Johnson,177,United States,USA,7.5,inherited,inherited,male,81,Money Management,Financial,North America,1,,0,inherited from father,mutal funds,Franklin Resources,new,relation,1947,,money management,inherited from father,,http://en.wikipedia.org/wiki/Charles_Bartlett_Johnson,http://www.forbes.com/profile/charles-johnson/,,
2014,James Goodnight,177,United States,USA,7.5,self-made,founder non-finance,male,71,Technology-Computer,New Sectors,North America,1,,1,0,software,SAS institute,new,founder,1976,,software,,,http://en.wikipedia.org/wiki/James_Goodnight,http://www.forbes.com/profile/james-goodnight/,"One very nice place to work: If SAS staffers aren't impressed by delicious meals in the cafeteria, there's still the day care, gym, health services -- and top wages, too The Ottawa Citizen March 11, 1998, Wednesday, FINAL EDITION",
2014,John Malone,177,United States,USA,7.5,self-made,executive,male,72,Media,Non-Traded Sectors,North America,1,,0,0,telecommunications,Tele-Communications Inc,merger,CEO,1968,,cable television,,,http://en.wikipedia.org/wiki/John_C._Malone,http://fortune.com/2012/09/27/meet-the-largest-landowner-in-america/,,
2014,"John Menard, Jr.",177,United States,USA,7.5,self-made,founder non-finance,male,74,"Retail, Restaurant",Non-Traded Sectors,North America,1,,1,0,hardware stores,Menards,new,founder,1972,,retail,,,"http://en.wikipedia.org/wiki/John_Menard,_Jr.",http://www.forbes.com/profile/john-menard-jr/,https://www.yahoo.com/politics/wisconsin-gov-scott-walker-photo-charlie-114429739886.html,
2014,Klaus Tschira,177,Germany,DEU,7.5,self-made,founder non-finance,male,73,Technology-Computer,New Sectors,Europe,1,,1,0,software,SAP AG,new,founder,1972,,software,,,http://en.wikipedia.org/wiki/Klaus_Tschira,http://www.sap.com/corporate-en/about/our-company/history/1972-1981.html,,
2014,Leonard Lauder,177,United States,USA,7.5,inherited,inherited,male,80,Consumer,Traded Sectors,North America,1,,0,inherited from father,makeup,Estée Lauder,new,relation,1946,,Estee Lauder,inherited from parents,,http://en.wikipedia.org/wiki/Est%C3%A9e_Lauder_Companies,http://www.elcompanies.com/Pages/Our-History.aspx,,
1996,Ryoichi Jinnai,177,Japan,JPN,2.1,self-made,self-made finance,male,69,Money Management,Financial,East Asia,1,,1,0,finance,Promise Consumer Finance,new,founder,1962,4.71E+12,,,,http://www.smbc-cf.com/english/corporate/history.html,,,
1996,Lee Seng Wee,178,Singapore,SGP,2.1,inherited,inherited,male,71,Money Management,Financial,East Asia,0,,0,inherited from father,banking, Oversea-Chinese Banking Corporation,new,chairman,1919,96400967339,,inherited from father,father also leadership in company,http://en.wikipedia.org/wiki/Lee_Seng_Wee,http://en.wikipedia.org/wiki/Oversea-Chinese_Banking_Corporation,http://www.forbes.com/profile/lee-seng-wee/,
2001,Den Fujita,179,Japan,JPN,2.6,self-made,founder non-finance,male,75,"Retail, Restaurant",Non-Traded Sectors,East Asia,1,,1,0,restaurants,McDonald's Japan,franchise,founder,1971,4.16E+12,,,,http://en.wikipedia.org/wiki/Den_Fujita,http://www.nytimes.com/1992/03/22/business/den-fujita-japan-s-mr-joint-venture.html?pagewanted=all,,
1996,Jeffrey Koo Sr,179,Taiwan,Taiwan,2.1,inherited,inherited,male,0,Money Management,Financial,East Asia,0,,0,Third generation,,Koos Group,new,relation,1930,,,3rd generation,,http://en.wikipedia.org/wiki/Jeffrey_Koo_Sr.,http://en.wikipedia.org/wiki/Koo_Hsien-jung,http://www.bloomberg.com/news/articles/2012-12-07/chinatrust-chairman-jeffrey-koo-dies-in-new-york-city-at-age-79,
2001,Klaus Tschira,179,Germany,DEU,2.6,self-made,founder non-finance,male,60,Technology-Computer,New Sectors,Europe,1,,1,0,software,SAP AG,new,founder,1972,1.95E+12,,,,http://en.wikipedia.org/wiki/Klaus_Tschira,http://www.sap.com/corporate-en/about/our-company/history/1972-1981.html,,
2001,Thomas Schmidheiny,179,Switzerland,CHE,2.6,inherited,inherited,male,55,Constrution,Non-Traded Sectors,Europe,1,,0,Fourth generation,cement,Holcim,new,relation,1912,2.79E+11,,4th generation,,http://en.wikipedia.org/wiki/Thomas_Schmidheiny,,,
1996,Thaksin Shinawatra,180,Thailand,THA,2.1,self-made,privatized and resources,male,0,Real Estate,Financial,East Asia,0,1,1,0,mobile phones,Advanced Info Service,new,founder,1986,1.82E+11,,"had 20 year monopoly concession from Telephone Organization of Thailand, former PM, ousted in a coup",,http://en.wikipedia.org/wiki/Advanced_Info_Service,http://en.wikipedia.org/wiki/Thaksin_Shinawatra#Advance_Info_Service_and_later_ventures,http://www.bloomberg.com/quote/ADVANC:TB,
1996,Leonard Lauder,181,United States,USA,2.1,inherited,inherited,male,62,Consumer,Traded Sectors,North America,1,,0,inherited from father,makeup,Estée Lauder,new,relation,1946,8.10E+12,,inherited from parents,,http://en.wikipedia.org/wiki/Est%C3%A9e_Lauder_Companies,http://www.elcompanies.com/Pages/Our-History.aspx,,
2001,Alan Gerry,182,United States,USA,2.5,self-made,founder non-finance,male,71,Media,Non-Traded Sectors,North America,1,,1,0,media,Cablevision Industries,new,founder,1956,1.06E+13,,,,http://en.wikipedia.org/wiki/Alan_Gerry,http://www.forbes.com/profile/alan-gerry/,"Back to the Garden, Minus the Mud The New York Times July 1, 2006 Saturday",
2001,Bernard Ecclestone,182,United Kingdom,GBR,2.5,self-made,executive,male,70,Other,0,Europe,1,,0,0,racing,Formula One Group,aquired,investor and  CEO,1974,1.53E+12,,,,http://en.wikipedia.org/wiki/Formula_One_Management,http://en.wikipedia.org/wiki/Bernie_Ecclestone,https://www.formula1.com/content/fom-website/en/championship/inside-f1/the-F1-brand/65-years-of-f1-.html,http://www.telegraph.co.uk/sport/motorsport/formulaone/8090578/Bernie-Ecclestone-at-80-timeline.html
2001,David Rockefeller,182,United States,USA,2.5,inherited,inherited,male,85,Energy,Resource Related,North America,1,,0,Third generation,oil,Standard Oil,new,relation,1870,1.06E+13,,family made most of fortune in the late 19th and early 20th century,,http://en.wikipedia.org/wiki/David_Rockefeller,http://en.wikipedia.org/wiki/Standard_Oil,http://en.wikipedia.org/wiki/Rockefeller_family,
2001,Eugenio Garza Lagnera,182,Mexico,MEX,2.5,inherited,inherited,male,,0,0,Latin America,0,,0,Third generation,beverages,Femsa,new,relation,1890,7.25E+11,,3rd generation,,http://en.wikipedia.org/wiki/Eugenio_Garza_Lag%C3%BCera,http://www.itesm.mx/wps/wcm/connect/snc/portal+informativo/por+tema/educacion/70anostecdemonterrey017_26feb13,,
2001,Joan Kroc,182,United States,USA,2.5,inherited,inherited,female,,"Retail, Restaurant",Non-Traded Sectors,North America,1,,0,spouse or widow,restaurants,McDonald's,new,relation,1940,1.06E+13,,widow,,http://en.wikipedia.org/wiki/Joan_Kroc,http://en.wikipedia.org/wiki/McDonald%27s,"'Joannie-come-lately' tackles ballclub, nuclear disarmament The Toronto Star January 26, 1986, Sunday, SUN",
2001,John Malone,182,United States,USA,2.5,self-made,executive,male,60,Media,Non-Traded Sectors,North America,1,,0,0,telecommunications,Tele-Communications Inc,merger,CEO,1968,1.06E+13,,,,http://en.wikipedia.org/wiki/John_C._Malone,http://fortune.com/2012/09/27/meet-the-largest-landowner-in-america/,,
2001,Kerry Packer,182,Australia,AUS,2.5,inherited,inherited,male,63,Media,Non-Traded Sectors,North America,1,,0,Third generation,media,Consolidated Press Holdings Limited,aquired,relation,1936,3.79E+11,,3rd generation,,https://en.wikipedia.org/wiki/Kerry_Packer,http://www.nytimes.com/2005/12/27/obituaries/kerry-packer-68-australias-media-magnate-is-dead.html,,
2001,Michael and Rainer Schmidt-Ruthenbeck,182,Germany,DEU,2.5,inherited,inherited,male,,"Retail, Restaurant",Non-Traded Sectors,Europe,1,,0,Third generation,retail,Metro AG,new,relation,1923,1.95E+12,,3rd generation,,http://en.wikipedia.org/wiki/Michael_Ashcroft,http://www.forbes.com/profile/michael-ashcroft/,http://www.channel4.com/news/articles/uk/who%2Bknows%2Bwho%2Blord%2Bashcroft/3566562.html,
2001,Mustafa Rahmi Koc,182,Turkey,TUR,2.5,inherited,inherited,male,70,Money Management,Financial,Middle East/North Africa,0,,0,Third generation,"energy, retail, manufacturing",Koc Holding,new,relation,1926,1.96E+11,,3rd generation,,http://www.forbes.com/profile/semahat-sevim-arsel/,http://en.wikipedia.org/wiki/Ko%C3%A7_Holding,,
